,Sr No,Image File,Caption
1069,1552,img/insta1552,this weekend for my show i legitimately became the mayor of ruston louisiana  😂  with great power comes great responsibility which is not really my thing so i gave the old mayor his job back after this fiery speech to my fine people  🔥  what a weekend this episode is gonna be amazing one last thing i dont need a slogan my names logan  🇺  🇸  
1070,1553,img/insta1553,elk crossing just hitchhiked the entire west coast of the united states  crossed two international borders along the way lololol  😆  no money no phone my ride took this pic no food or water all i gotta say is what an experience hitch hiking coming this fall on  👌  🏼  ps the new collection is comfy af  only available for 5 more days link in bio 
1071,1554,img/insta1554,fun fact  for the next two days im hitchhiking from vancouver canada to tijuana mexico for my show  👍  🏼  theyre blindfolding me and taking my phone and wallet so if i get kidnapped along the way someone please make a low budget documentary of my life called the maverick or the choch and win an oscar now if i make it guhhh dayummmm this episode is gonna be entertaining af haha  😏  coming this fall on 
1072,1555,img/insta1555,another one just wrapped our music video shoot for my comedy song help me help you feat  starring the irresistible caramel colored goddess  💥  this songvideo is going to make you laugh hard like really hard im talking dwayne johnson hard be on the lookout  👀  
1073,1556,img/insta1556,im a very handson director im also a very pantsoff director from acting to producing to writing to directing i love all aspects of entertainment  its important to me that im changing the game both behind and in front of the camera  🎥  this music video i directed for song something different is my favorite piece of work yet i put my heart and soul into it these cats are going to be massive  im honored to be along for the ride to the top  🔥 ps music video link is in bio go watch  🔥  
1074,1557,img/insta1557, do something adventurous this week  🙌  🏼  yesterday your boy put his chicken legs to work with a little midday hike it was cool to take a second to breathe and enjoy this floating rock we call home but emphasis on second  time to get back to the grind  😏  👊  🏼  
1075,1558,img/insta1558,every like on this photo helps secure 10 meals to fight hunger in america  👊  🏼  so im gonna say it i want 1 million likes yuuuuup  💥  for every like share or hashtag on this pic between april 17th  may 15th will donate 090 to up to 15mm a 090 donation is enough to help secure 10 meals do your part and lets work together to fight hunger  😈  🇺  🇸  
1076,1559,img/insta1559,in the process of moving  realized that has never seen hollywood boulevard  😱  so i took that little choch out there parked him next to two taxis that oddly resemble his colors and posted up for a swaggy ass instagram pic now we here happy easter yall  🐇  
1077,1560,img/insta1560,pumped to see that people are digging my new merch  💥  i wanted to create something that inspires people to challenge society if you have dreams passions goals bring them to life forget about the simpleminded haters forget about what society considers normal who tf wants to be normal normal people dont change the world  😜  the word maverick means someone who exhibits great independence in thought or action emphasis on great and emphasis on action i encourage everyone to  to be unique find your passion work hard and break the rules let the takeover begin  🙌  🏼  merch link in bio 
1078,1561,img/insta1561,i bought a school bus yup  😂  i woke up one day and said i need a school bus so then i got one beyond that i have no explanation  😂  but i can promise you this will become the worlds coolest school bus so cool i might even call it the cool bus  😎  the world is my oyster of bussibilities like possibilities but with a bus shouts to my dad for driving this from new york to california  repping the logang along the way  💥  😏  
1079,1562,img/insta1562,long  deadly and i aint talking about the sniper  😏  ayoooo caption by 
1080,1563,img/insta1563,todays my birthday woah im 22 heres a picture of me trying to think whats special about 22 besides that one taylor swift song probably nothing but yeah heres to another year of surviving this crazy journey we call life  🙌  🏼  💥  
1081,1564,img/insta1564,director logan in the house last week i stretched my directing muscles  got to direct a music video for this band called  some incredibly talented dudes who caught my attention  are about to change the game with their goldcoated vocal cords  🔥  go watch the music video for their song nobody gotta know that i directed  🎬  link in bio  🎬  
1082,1565,img/insta1565,uh oh just got the news our movie has been picture locked  🎬  this means there are no more edits to the movie itself and that its been sent off to our visual effects  sound design team cant wait to show this outrageously funny ratedr comedy to the world  tip hollywood upside down or right side up point is whichever way it needs to be flipped team airplane mode gonna flip it booya baby  
1083,1566,img/insta1566,not a father but you can call me daddy 
1084,1567,img/insta1567,brother jake and i raced our cars today with our mom as the flag girl  😂  who do you think won 
1085,1568,img/insta1568,i love this little parrot way too much so i said fk it and bought him a 5000 diamond ring zoom into his ankle  😂   made custom maverick socks for yall to conquer the world in  👍  🏼  😝  go get your pair by clicking the link in my bio ps the owner of the company said if i sell 20000 pairs hell give me his car lololol 
1086,1569,img/insta1569,did you know the tailbone otherwise known as the coccyx side note  laughing out loud at coccyx is now a completely useless bone because the human race has evolved and we no longer have tails this is a good thing because i think i shattered mine in 157 places sliding down this glacier laughing out loud k im tired night yall  👋  🏼  
1087,1570,img/insta1570,life is about balance   and stopping traffic to get a dope instagram pic with your long lost little sister  🔥  ayyyy haha 
1088,1571,img/insta1571,this is the worlds largest tree and if you look closely youll see the worlds largest chotch 
1089,1572,img/insta1572,cash me outside  💪  🏼  
1090,1573,img/insta1573,the nba finals are dope this year 
1091,1574,img/insta1574,dune buggying in las vegas = top notch  🔥  
1092,1575,img/insta1575,well i crossed officially marry a couple off my bucket list  🙌  🏼  💍  congrats elisha  kristen go watch this epic vlog  link in bio 
1093,1576,img/insta1576,yo best hat ever  🙌  🏼  
1094,1577,img/insta1577,sexy is a lifestyle  🔥  
1095,1578,img/insta1578,double date 
1096,1579,img/insta1579,ours is better  😜  tag ur bestie 
1097,1580,img/insta1580,flying to paris today watch out france  🇺  🇸  🇫  🇷  tag an american 
1098,1581,img/insta1581,2017 aint ready  👊  🏼  love you brother 
1099,1582,img/insta1582,who needs snow to go sledding  😂  go watch this epic vlog  subscribe link in bio 
1100,1583,img/insta1583,lets get it  💪  🏼  
1101,1584,img/insta1584,one day i will do a middle split but today is not that day  🇺  🇸  
1102,1585,img/insta1585,not on top of the world but definitely on top of a log 
1103,1586,img/insta1586,yesterday i got these glasses that cured my color blindness and i saw true color for the first time  😱  👓  we watched the sunset and i almost cried key word being almost haha then we took this pic because i was so happy ps why can my body do this  😂  go watch my reaction in this emotional vlog  subscribe link in bio 
